date,cmname,unit,category,price,currency,country,admname,adm1id,mktname,mktid,cmid,ptid,umid,catid,sn,default
#date,#item+name,#item+unit,#item+type,#value,#currency,#country+name,#adm1+name,#adm1+code,#name+market,,#item+code,,,#item+type+code,#meta+id,
2012-07-15,Milk (condensed) - Retail,385 G,milk and dairy,7990.0,IDR,Indonesia,,0,National Average,974,95,15,19,3,974_95_15_19,
2012-08-15,Milk (condensed) - Retail,385 G,milk and dairy,8067.0,IDR,Indonesia,,0,National Average,974,95,15,19,3,974_95_15_19,
2012-09-15,Milk (condensed) - Retail,385 G,milk and dairy,8106.0,IDR,Indonesia,,0,National Average,974,95,15,19,3,974_95_15_19,
2012-10-15,Milk (condensed) - Retail,385 G,milk and dairy,8112.0,IDR,Indonesia,,0,National Average,974,95,15,19,3,974_95_15_19,
2012-11-15,Milk (condensed) - Retail,385 G,milk and dairy,8117.0,IDR,Indonesia,,0,National Average,974,95,15,19,3,974_95_15_19,
2012-12-15,Milk (condensed) - Retail,385 G,milk and dairy,8135.0,IDR,Indonesia,,0,National Average,974,95,15,19,3,974_95_15_19,
2013-01-15,Milk (condensed) - Retail,385 G,milk and dairy,8145.0,IDR,Indonesia,,0,National Average,974,95,15,19,3,974_95_15_19,
2013-02-15,Milk (condensed) - Retail,385 G,milk and dairy,8141.0,IDR,Indonesia,,0,National Average,974,95,15,19,3,974_95_15_19,
2013-03-15,Milk (condensed) - Retail,385 G,milk and dairy,8128.0,IDR,Indonesia,,0,National Average,974,95,15,19,3,974_95_15_19,
2013-04-15,Milk (condensed) - Retail,385 G,milk and dairy,8179.0,IDR,Indonesia,,0,National Average,974,95,15,19,3,974_95_15_19,
2013-05-15,Milk (condensed) - Retail,385 G,milk and dairy,8196.0,IDR,Indonesia,,0,National Average,974,95,15,19,3,974_95_15_19,
2013-06-15,Milk (condensed) - Retail,385 G,milk and dairy,8234.0,IDR,Indonesia,,0,National Average,974,95,15,19,3,974_95_15_19,
2013-07-15,Milk (condensed) - Retail,385 G,milk and dairy,8308.0,IDR,Indonesia,,0,National Average,974,95,15,19,3,974_95_15_19,
2013-08-15,Milk (condensed) - Retail,385 G,milk and dairy,8299.0,IDR,Indonesia,,0,National Average,974,95,15,19,3,974_95_15_19,
2013-09-15,Milk (condensed) - Retail,385 G,milk and dairy,8301.0,IDR,Indonesia,,0,National Average,974,95,15,19,3,974_95_15_19,
2013-10-15,Milk (condensed) - Retail,385 G,milk and dairy,8411.0,IDR,Indonesia,,0,National Average,974,95,15,19,3,974_95_15_19,
2013-11-15,Milk (condensed) - Retail,385 G,milk and dairy,8499.0,IDR,Indonesia,,0,National Average,974,95,15,19,3,974_95_15_19,
2013-12-15,Milk (condensed) - Retail,385 G,milk and dairy,8660.0,IDR,Indonesia,,0,National Average,974,95,15,19,3,974_95_15_19,
2014-01-15,Milk (condensed) - Retail,385 G,milk and dairy,8843.0,IDR,Indonesia,,0,National Average,974,95,15,19,3,974_95_15_19,
2014-02-15,Milk (condensed) - Retail,385 G,milk and dairy,9105.0,IDR,Indonesia,,0,National Average,974,95,15,19,3,974_95_15_19,
2014-03-15,Milk (condensed) - Retail,385 G,milk and dairy,9306.0,IDR,Indonesia,,0,National Average,974,95,15,19,3,974_95_15_19,
2014-04-15,Milk (condensed) - Retail,385 G,milk and dairy,9385.0,IDR,Indonesia,,0,National Average,974,95,15,19,3,974_95_15_19,
2014-05-15,Milk (condensed) - Retail,385 G,milk and dairy,9457.0,IDR,Indonesia,,0,National Average,974,95,15,19,3,974_95_15_19,
2014-06-15,Milk (condensed) - Retail,385 G,milk and dairy,9515.0,IDR,Indonesia,,0,National Average,974,95,15,19,3,974_95_15_19,
2014-07-15,Milk (condensed) - Retail,385 G,milk and dairy,9578.0,IDR,Indonesia,,0,National Average,974,95,15,19,3,974_95_15_19,
2014-08-15,Milk (condensed) - Retail,385 G,milk and dairy,9584.0,IDR,Indonesia,,0,National Average,974,95,15,19,3,974_95_15_19,
2014-09-15,Milk (condensed) - Retail,385 G,milk and dairy,9620.0,IDR,Indonesia,,0,National Average,974,95,15,19,3,974_95_15_19,
2014-10-15,Milk (condensed) - Retail,385 G,milk and dairy,9627.0,IDR,Indonesia,,0,National Average,974,95,15,19,3,974_95_15_19,
2014-11-15,Milk (condensed) - Retail,385 G,milk and dairy,9639.0,IDR,Indonesia,,0,National Average,974,95,15,19,3,974_95_15_19,
2014-12-15,Milk (condensed) - Retail,385 G,milk and dairy,9670.0,IDR,Indonesia,,0,National Average,974,95,15,19,3,974_95_15_19,
2015-01-15,Milk (condensed) - Retail,385 G,milk and dairy,9689.0,IDR,Indonesia,,0,National Average,974,95,15,19,3,974_95_15_19,
2015-02-15,Milk (condensed) - Retail,385 G,milk and dairy,9694.0,IDR,Indonesia,,0,National Average,974,95,15,19,3,974_95_15_19,
2015-03-15,Milk (condensed) - Retail,385 G,milk and dairy,9728.0,IDR,Indonesia,,0,National Average,974,95,15,19,3,974_95_15_19,
2015-04-15,Milk (condensed) - Retail,385 G,milk and dairy,9752.0,IDR,Indonesia,,0,National Average,974,95,15,19,3,974_95_15_19,
2015-05-15,Milk (condensed) - Retail,385 G,milk and dairy,9770.0,IDR,Indonesia,,0,National Average,974,95,15,19,3,974_95_15_19,
2015-06-15,Milk (condensed) - Retail,385 G,milk and dairy,9809.0,IDR,Indonesia,,0,National Average,974,95,15,19,3,974_95_15_19,
2015-07-15,Milk (condensed) - Retail,385 G,milk and dairy,9831.0,IDR,Indonesia,,0,National Average,974,95,15,19,3,974_95_15_19,
2015-08-15,Milk (condensed) - Retail,385 G,milk and dairy,9896.0,IDR,Indonesia,,0,National Average,974,95,15,19,3,974_95_15_19,
2015-09-15,Milk (condensed) - Retail,385 G,milk and dairy,9865.0,IDR,Indonesia,,0,National Average,974,95,15,19,3,974_95_15_19,
2015-10-15,Milk (condensed) - Retail,385 G,milk and dairy,9870.0,IDR,Indonesia,,0,National Average,974,95,15,19,3,974_95_15_19,
2015-11-15,Milk (condensed) - Retail,385 G,milk and dairy,9893.0,IDR,Indonesia,,0,National Average,974,95,15,19,3,974_95_15_19,
2015-12-15,Milk (condensed) - Retail,385 G,milk and dairy,9882.0,IDR,Indonesia,,0,National Average,974,95,15,19,3,974_95_15_19,
2016-01-15,Milk (condensed) - Retail,385 G,milk and dairy,9889.0,IDR,Indonesia,,0,National Average,974,95,15,19,3,974_95_15_19,
2016-02-15,Milk (condensed) - Retail,385 G,milk and dairy,9895.0,IDR,Indonesia,,0,National Average,974,95,15,19,3,974_95_15_19,
2016-03-15,Milk (condensed) - Retail,385 G,milk and dairy,9888.0,IDR,Indonesia,,0,National Average,974,95,15,19,3,974_95_15_19,
2016-04-15,Milk (condensed) - Retail,385 G,milk and dairy,9871.0,IDR,Indonesia,,0,National Average,974,95,15,19,3,974_95_15_19,
2016-05-15,Milk (condensed) - Retail,385 G,milk and dairy,9889.0,IDR,Indonesia,,0,National Average,974,95,15,19,3,974_95_15_19,
2016-06-15,Milk (condensed) - Retail,385 G,milk and dairy,9898.0,IDR,Indonesia,,0,National Average,974,95,15,19,3,974_95_15_19,
2016-07-15,Milk (condensed) - Retail,385 G,milk and dairy,9925.0,IDR,Indonesia,,0,National Average,974,95,15,19,3,974_95_15_19,
2016-08-15,Milk (condensed) - Retail,385 G,milk and dairy,9946.0,IDR,Indonesia,,0,National Average,974,95,15,19,3,974_95_15_19,
2016-09-15,Milk (condensed) - Retail,385 G,milk and dairy,9962.0,IDR,Indonesia,,0,National Average,974,95,15,19,3,974_95_15_19,
2016-10-15,Milk (condensed) - Retail,385 G,milk and dairy,9969.0,IDR,Indonesia,,0,National Average,974,95,15,19,3,974_95_15_19,
2016-11-15,Milk (condensed) - Retail,385 G,milk and dairy,9956.0,IDR,Indonesia,,0,National Average,974,95,15,19,3,974_95_15_19,
2016-12-15,Milk (condensed) - Retail,385 G,milk and dairy,9966.0,IDR,Indonesia,,0,National Average,974,95,15,19,3,974_95_15_19,
2017-01-15,Milk (condensed) - Retail,385 G,milk and dairy,9971.0,IDR,Indonesia,,0,National Average,974,95,15,19,3,974_95_15_19,
2017-02-15,Milk (condensed) - Retail,385 G,milk and dairy,9941.0,IDR,Indonesia,,0,National Average,974,95,15,19,3,974_95_15_19,
2017-03-15,Milk (condensed) - Retail,385 G,milk and dairy,9968.0,IDR,Indonesia,,0,National Average,974,95,15,19,3,974_95_15_19,
2017-04-15,Milk (condensed) - Retail,385 G,milk and dairy,9965.0,IDR,Indonesia,,0,National Average,974,95,15,19,3,974_95_15_19,
2017-05-15,Milk (condensed) - Retail,385 G,milk and dairy,9939.0,IDR,Indonesia,,0,National Average,974,95,15,19,3,974_95_15_19,
2017-06-15,Milk (condensed) - Retail,385 G,milk and dairy,9952.0,IDR,Indonesia,,0,National Average,974,95,15,19,3,974_95_15_19,
2017-08-15,Milk (condensed) - Retail,385 G,milk and dairy,10047.0,IDR,Indonesia,,0,National Average,974,95,15,19,3,974_95_15_19,
2017-09-15,Milk (condensed) - Retail,385 G,milk and dairy,10084.0,IDR,Indonesia,,0,National Average,974,95,15,19,3,974_95_15_19,
2017-10-15,Milk (condensed) - Retail,385 G,milk and dairy,10094.0,IDR,Indonesia,,0,National Average,974,95,15,19,3,974_95_15_19,
2017-11-15,Milk (condensed) - Retail,385 G,milk and dairy,10081.0,IDR,Indonesia,,0,National Average,974,95,15,19,3,974_95_15_19,
2017-12-15,Milk (condensed) - Retail,385 G,milk and dairy,10077.0,IDR,Indonesia,,0,National Average,974,95,15,19,3,974_95_15_19,
2018-01-15,Milk (condensed) - Retail,385 G,milk and dairy,10130.0,IDR,Indonesia,,0,National Average,974,95,15,19,3,974_95_15_19,
2018-02-15,Milk (condensed) - Retail,385 G,milk and dairy,10110.0,IDR,Indonesia,,0,National Average,974,95,15,19,3,974_95_15_19,
2018-03-15,Milk (condensed) - Retail,385 G,milk and dairy,10122.0,IDR,Indonesia,,0,National Average,974,95,15,19,3,974_95_15_19,
2018-04-15,Milk (condensed) - Retail,385 G,milk and dairy,10098.0,IDR,Indonesia,,0,National Average,974,95,15,19,3,974_95_15_19,
2018-05-15,Milk (condensed) - Retail,385 G,milk and dairy,10085.0,IDR,Indonesia,,0,National Average,974,95,15,19,3,974_95_15_19,
2018-06-15,Milk (condensed) - Retail,385 G,milk and dairy,10123.0,IDR,Indonesia,,0,National Average,974,95,15,19,3,974_95_15_19,
2018-07-15,Milk (condensed) - Retail,385 G,milk and dairy,10147.0,IDR,Indonesia,,0,National Average,974,95,15,19,3,974_95_15_19,
2018-08-15,Milk (condensed) - Retail,385 G,milk and dairy,10179.0,IDR,Indonesia,,0,National Average,974,95,15,19,3,974_95_15_19,
2018-09-15,Milk (condensed) - Retail,385 G,milk and dairy,10181.0,IDR,Indonesia,,0,National Average,974,95,15,19,3,974_95_15_19,
2018-10-15,Milk (condensed) - Retail,385 G,milk and dairy,10182.0,IDR,Indonesia,,0,National Average,974,95,15,19,3,974_95_15_19,
2018-11-15,Milk (condensed) - Retail,385 G,milk and dairy,10212.0,IDR,Indonesia,,0,National Average,974,95,15,19,3,974_95_15_19,
2018-12-15,Milk (condensed) - Retail,385 G,milk and dairy,10248.0,IDR,Indonesia,,0,National Average,974,95,15,19,3,974_95_15_19,
2019-01-15,Milk (condensed) - Retail,385 G,milk and dairy,10297.0,IDR,Indonesia,,0,National Average,974,95,15,19,3,974_95_15_19,
2019-02-15,Milk (condensed) - Retail,385 G,milk and dairy,10372.0,IDR,Indonesia,,0,National Average,974,95,15,19,3,974_95_15_19,
2019-03-15,Milk (condensed) - Retail,385 G,milk and dairy,10484.0,IDR,Indonesia,,0,National Average,974,95,15,19,3,974_95_15_19,
2019-04-15,Milk (condensed) - Retail,385 G,milk and dairy,10492.0,IDR,Indonesia,,0,National Average,974,95,15,19,3,974_95_15_19,
2007-01-15,Oil (vegetable) - Retail,L,oil and fats,8178.859,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2007-02-15,Oil (vegetable) - Retail,L,oil and fats,8405.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2007-03-15,Oil (vegetable) - Retail,L,oil and fats,8513.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2007-04-15,Oil (vegetable) - Retail,L,oil and fats,8788.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2007-05-15,Oil (vegetable) - Retail,L,oil and fats,9319.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2007-06-15,Oil (vegetable) - Retail,L,oil and fats,9853.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2007-07-15,Oil (vegetable) - Retail,L,oil and fats,10018.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2007-08-15,Oil (vegetable) - Retail,L,oil and fats,10453.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2007-09-15,Oil (vegetable) - Retail,L,oil and fats,10608.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2007-10-15,Oil (vegetable) - Retail,L,oil and fats,10669.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2007-11-15,Oil (vegetable) - Retail,L,oil and fats,10768.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2007-12-15,Oil (vegetable) - Retail,L,oil and fats,10953.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2008-01-15,Oil (vegetable) - Retail,L,oil and fats,11381.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2008-02-15,Oil (vegetable) - Retail,L,oil and fats,11954.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2008-03-15,Oil (vegetable) - Retail,L,oil and fats,12914.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2008-04-15,Oil (vegetable) - Retail,L,oil and fats,12809.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2008-05-15,Oil (vegetable) - Retail,L,oil and fats,12944.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2008-06-15,Oil (vegetable) - Retail,L,oil and fats,13045.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2008-07-15,Oil (vegetable) - Retail,L,oil and fats,12973.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2008-08-15,Oil (vegetable) - Retail,L,oil and fats,12799.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2008-09-15,Oil (vegetable) - Retail,L,oil and fats,12527.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2008-10-15,Oil (vegetable) - Retail,L,oil and fats,12143.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2008-11-15,Oil (vegetable) - Retail,L,oil and fats,11697.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2008-12-15,Oil (vegetable) - Retail,L,oil and fats,11598.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2009-01-15,Oil (vegetable) - Retail,L,oil and fats,11614.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2009-02-15,Oil (vegetable) - Retail,L,oil and fats,11567.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2009-03-15,Oil (vegetable) - Retail,L,oil and fats,11576.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2009-04-15,Oil (vegetable) - Retail,L,oil and fats,11636.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2009-05-15,Oil (vegetable) - Retail,L,oil and fats,11766.0731,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2009-06-15,Oil (vegetable) - Retail,L,oil and fats,11646.2871,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2009-07-15,Oil (vegetable) - Retail,L,oil and fats,11413.2074,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2009-08-15,Oil (vegetable) - Retail,L,oil and fats,11423.4793,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2009-09-15,Oil (vegetable) - Retail,L,oil and fats,11409.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2009-10-15,Oil (vegetable) - Retail,L,oil and fats,11264.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2009-11-15,Oil (vegetable) - Retail,L,oil and fats,11147.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2009-12-15,Oil (vegetable) - Retail,L,oil and fats,11195.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2010-01-15,Oil (vegetable) - Retail,L,oil and fats,11368.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2010-02-15,Oil (vegetable) - Retail,L,oil and fats,11315.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2010-03-15,Oil (vegetable) - Retail,L,oil and fats,11341.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2010-04-15,Oil (vegetable) - Retail,L,oil and fats,11249.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2010-05-15,Oil (vegetable) - Retail,L,oil and fats,11260.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2010-06-15,Oil (vegetable) - Retail,L,oil and fats,11247.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2010-07-15,Oil (vegetable) - Retail,L,oil and fats,11195.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2010-08-15,Oil (vegetable) - Retail,L,oil and fats,11325.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2010-09-15,Oil (vegetable) - Retail,L,oil and fats,11376.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2010-10-15,Oil (vegetable) - Retail,L,oil and fats,11453.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2010-11-15,Oil (vegetable) - Retail,L,oil and fats,11832.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2010-12-15,Oil (vegetable) - Retail,L,oil and fats,12302.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2011-01-15,Oil (vegetable) - Retail,L,oil and fats,12764.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2011-02-15,Oil (vegetable) - Retail,L,oil and fats,13013.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2011-03-15,Oil (vegetable) - Retail,L,oil and fats,13025.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2011-04-15,Oil (vegetable) - Retail,L,oil and fats,12884.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2011-05-15,Oil (vegetable) - Retail,L,oil and fats,12918.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2011-06-15,Oil (vegetable) - Retail,L,oil and fats,12947.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2011-07-15,Oil (vegetable) - Retail,L,oil and fats,12898.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2011-08-15,Oil (vegetable) - Retail,L,oil and fats,12932.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2011-09-15,Oil (vegetable) - Retail,L,oil and fats,12989.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2011-10-15,Oil (vegetable) - Retail,L,oil and fats,12863.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2011-11-15,Oil (vegetable) - Retail,L,oil and fats,12841.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2011-12-15,Oil (vegetable) - Retail,L,oil and fats,12833.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2012-01-15,Oil (vegetable) - Retail,L,oil and fats,13141.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2012-02-15,Oil (vegetable) - Retail,L,oil and fats,13142.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2012-03-15,Oil (vegetable) - Retail,L,oil and fats,13211.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2012-04-15,Oil (vegetable) - Retail,L,oil and fats,13371.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2012-05-15,Oil (vegetable) - Retail,L,oil and fats,13250.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2012-06-15,Oil (vegetable) - Retail,L,oil and fats,13091.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2012-07-15,Oil (vegetable) - Retail,L,oil and fats,13166.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2012-08-15,Oil (vegetable) - Retail,L,oil and fats,13249.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2012-09-15,Oil (vegetable) - Retail,L,oil and fats,13229.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2012-10-15,Oil (vegetable) - Retail,L,oil and fats,13020.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2012-11-15,Oil (vegetable) - Retail,L,oil and fats,12853.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2012-12-15,Oil (vegetable) - Retail,L,oil and fats,12711.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2013-01-15,Oil (vegetable) - Retail,L,oil and fats,12664.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2013-02-15,Oil (vegetable) - Retail,L,oil and fats,12607.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2013-03-15,Oil (vegetable) - Retail,L,oil and fats,12554.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2013-04-15,Oil (vegetable) - Retail,L,oil and fats,12531.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2013-05-15,Oil (vegetable) - Retail,L,oil and fats,12441.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2013-06-15,Oil (vegetable) - Retail,L,oil and fats,12461.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2013-07-15,Oil (vegetable) - Retail,L,oil and fats,12502.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2013-08-15,Oil (vegetable) - Retail,L,oil and fats,12464.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2013-09-15,Oil (vegetable) - Retail,L,oil and fats,12651.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2013-10-15,Oil (vegetable) - Retail,L,oil and fats,12684.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2013-11-15,Oil (vegetable) - Retail,L,oil and fats,12807.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2013-12-15,Oil (vegetable) - Retail,L,oil and fats,12958.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2014-01-15,Oil (vegetable) - Retail,L,oil and fats,13077.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2014-02-15,Oil (vegetable) - Retail,L,oil and fats,13188.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2014-03-15,Oil (vegetable) - Retail,L,oil and fats,13468.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2014-04-15,Oil (vegetable) - Retail,L,oil and fats,13735.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2014-05-15,Oil (vegetable) - Retail,L,oil and fats,13817.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2014-06-15,Oil (vegetable) - Retail,L,oil and fats,13853.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2014-07-15,Oil (vegetable) - Retail,L,oil and fats,13925.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2014-08-15,Oil (vegetable) - Retail,L,oil and fats,13947.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2014-09-15,Oil (vegetable) - Retail,L,oil and fats,13915.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2014-10-15,Oil (vegetable) - Retail,L,oil and fats,13879.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2014-11-15,Oil (vegetable) - Retail,L,oil and fats,13911.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2014-12-15,Oil (vegetable) - Retail,L,oil and fats,13950.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2015-01-15,Oil (vegetable) - Retail,L,oil and fats,13919.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2015-02-15,Oil (vegetable) - Retail,L,oil and fats,13895.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2015-03-15,Oil (vegetable) - Retail,L,oil and fats,13910.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2015-04-15,Oil (vegetable) - Retail,L,oil and fats,13820.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2015-05-15,Oil (vegetable) - Retail,L,oil and fats,13743.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2015-06-15,Oil (vegetable) - Retail,L,oil and fats,13824.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2015-07-15,Oil (vegetable) - Retail,L,oil and fats,13838.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2015-08-15,Oil (vegetable) - Retail,L,oil and fats,13790.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2015-09-15,Oil (vegetable) - Retail,L,oil and fats,13521.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2015-10-15,Oil (vegetable) - Retail,L,oil and fats,13436.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2015-11-15,Oil (vegetable) - Retail,L,oil and fats,13302.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2015-12-15,Oil (vegetable) - Retail,L,oil and fats,13310.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2016-01-15,Oil (vegetable) - Retail,L,oil and fats,13277.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2016-02-15,Oil (vegetable) - Retail,L,oil and fats,13313.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2016-03-15,Oil (vegetable) - Retail,L,oil and fats,13466.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2016-04-15,Oil (vegetable) - Retail,L,oil and fats,13649.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2016-05-15,Oil (vegetable) - Retail,L,oil and fats,13885.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
2016-06-15,Oil (vegetable) - Retail,L,oil and fats,13941.0,IDR,Indonesia,,0,National Average,974,96,15,15,6,974_96_15_15,
