date,cmname,unit,category,price,currency,country,admname,adm1id,mktname,mktid,cmid,ptid,umid,catid,sn,default
#date,#item+name,#item+unit,#item+type,#value,#currency,#country+name,#adm1+name,#adm1+code,#name+market,,#item+code,,,#item+type+code,#meta+id,
2013-10-15,"Meat (chicken, broiler) - Retail",KG,"meat, fish and eggs",35061.0,IDR,Indonesia,,0,National Average,974,89,15,5,2,974_89_15_5,
2013-11-15,"Meat (chicken, broiler) - Retail",KG,"meat, fish and eggs",32947.0,IDR,Indonesia,,0,National Average,974,89,15,5,2,974_89_15_5,
2013-12-15,"Meat (chicken, broiler) - Retail",KG,"meat, fish and eggs",32202.0,IDR,Indonesia,,0,National Average,974,89,15,5,2,974_89_15_5,
2014-01-15,"Meat (chicken, broiler) - Retail",KG,"meat, fish and eggs",33757.0,IDR,Indonesia,,0,National Average,974,89,15,5,2,974_89_15_5,
2014-02-15,"Meat (chicken, broiler) - Retail",KG,"meat, fish and eggs",33230.0,IDR,Indonesia,,0,National Average,974,89,15,5,2,974_89_15_5,
2014-03-15,"Meat (chicken, broiler) - Retail",KG,"meat, fish and eggs",33231.0,IDR,Indonesia,,0,National Average,974,89,15,5,2,974_89_15_5,
2014-04-15,"Meat (chicken, broiler) - Retail",KG,"meat, fish and eggs",32435.0,IDR,Indonesia,,0,National Average,974,89,15,5,2,974_89_15_5,
2014-05-15,"Meat (chicken, broiler) - Retail",KG,"meat, fish and eggs",34284.0,IDR,Indonesia,,0,National Average,974,89,15,5,2,974_89_15_5,
2014-06-15,"Meat (chicken, broiler) - Retail",KG,"meat, fish and eggs",36050.0,IDR,Indonesia,,0,National Average,974,89,15,5,2,974_89_15_5,
2014-07-15,"Meat (chicken, broiler) - Retail",KG,"meat, fish and eggs",36483.0,IDR,Indonesia,,0,National Average,974,89,15,5,2,974_89_15_5,
2014-08-15,"Meat (chicken, broiler) - Retail",KG,"meat, fish and eggs",37173.0,IDR,Indonesia,,0,National Average,974,89,15,5,2,974_89_15_5,
2014-09-15,"Meat (chicken, broiler) - Retail",KG,"meat, fish and eggs",37526.0,IDR,Indonesia,,0,National Average,974,89,15,5,2,974_89_15_5,
2014-10-15,"Meat (chicken, broiler) - Retail",KG,"meat, fish and eggs",33905.0,IDR,Indonesia,,0,National Average,974,89,15,5,2,974_89_15_5,
2014-11-15,"Meat (chicken, broiler) - Retail",KG,"meat, fish and eggs",33474.0,IDR,Indonesia,,0,National Average,974,89,15,5,2,974_89_15_5,
2014-12-15,"Meat (chicken, broiler) - Retail",KG,"meat, fish and eggs",34043.0,IDR,Indonesia,,0,National Average,974,89,15,5,2,974_89_15_5,
2015-01-15,"Meat (chicken, broiler) - Retail",KG,"meat, fish and eggs",36515.0,IDR,Indonesia,,0,National Average,974,89,15,5,2,974_89_15_5,
2015-02-15,"Meat (chicken, broiler) - Retail",KG,"meat, fish and eggs",35682.0,IDR,Indonesia,,0,National Average,974,89,15,5,2,974_89_15_5,
2015-03-15,"Meat (chicken, broiler) - Retail",KG,"meat, fish and eggs",35279.0,IDR,Indonesia,,0,National Average,974,89,15,5,2,974_89_15_5,
2015-04-15,"Meat (chicken, broiler) - Retail",KG,"meat, fish and eggs",33570.0,IDR,Indonesia,,0,National Average,974,89,15,5,2,974_89_15_5,
2015-05-15,"Meat (chicken, broiler) - Retail",KG,"meat, fish and eggs",35279.0,IDR,Indonesia,,0,National Average,974,89,15,5,2,974_89_15_5,
2015-06-15,"Meat (chicken, broiler) - Retail",KG,"meat, fish and eggs",36944.0,IDR,Indonesia,,0,National Average,974,89,15,5,2,974_89_15_5,
2015-07-15,"Meat (chicken, broiler) - Retail",KG,"meat, fish and eggs",39231.0,IDR,Indonesia,,0,National Average,974,89,15,5,2,974_89_15_5,
2015-08-15,"Meat (chicken, broiler) - Retail",KG,"meat, fish and eggs",41616.0,IDR,Indonesia,,0,National Average,974,89,15,5,2,974_89_15_5,
2015-09-15,"Meat (chicken, broiler) - Retail",KG,"meat, fish and eggs",37742.0,IDR,Indonesia,,0,National Average,974,89,15,5,2,974_89_15_5,
2015-10-15,"Meat (chicken, broiler) - Retail",KG,"meat, fish and eggs",35693.0,IDR,Indonesia,,0,National Average,974,89,15,5,2,974_89_15_5,
2015-11-15,"Meat (chicken, broiler) - Retail",KG,"meat, fish and eggs",36296.0,IDR,Indonesia,,0,National Average,974,89,15,5,2,974_89_15_5,
2015-12-15,"Meat (chicken, broiler) - Retail",KG,"meat, fish and eggs",38550.0,IDR,Indonesia,,0,National Average,974,89,15,5,2,974_89_15_5,
2016-01-15,"Meat (chicken, broiler) - Retail",KG,"meat, fish and eggs",41372.0,IDR,Indonesia,,0,National Average,974,89,15,5,2,974_89_15_5,
2016-02-15,"Meat (chicken, broiler) - Retail",KG,"meat, fish and eggs",39862.0,IDR,Indonesia,,0,National Average,974,89,15,5,2,974_89_15_5,
2016-03-15,"Meat (chicken, broiler) - Retail",KG,"meat, fish and eggs",36203.0,IDR,Indonesia,,0,National Average,974,89,15,5,2,974_89_15_5,
2016-04-15,"Meat (chicken, broiler) - Retail",KG,"meat, fish and eggs",35102.0,IDR,Indonesia,,0,National Average,974,89,15,5,2,974_89_15_5,
2016-05-15,"Meat (chicken, broiler) - Retail",KG,"meat, fish and eggs",37619.0,IDR,Indonesia,,0,National Average,974,89,15,5,2,974_89_15_5,
2016-06-15,"Meat (chicken, broiler) - Retail",KG,"meat, fish and eggs",39635.0,IDR,Indonesia,,0,National Average,974,89,15,5,2,974_89_15_5,
2016-07-15,"Meat (chicken, broiler) - Retail",KG,"meat, fish and eggs",41034.0,IDR,Indonesia,,0,National Average,974,89,15,5,2,974_89_15_5,
2016-08-15,"Meat (chicken, broiler) - Retail",KG,"meat, fish and eggs",39606.0,IDR,Indonesia,,0,National Average,974,89,15,5,2,974_89_15_5,
2016-09-15,"Meat (chicken, broiler) - Retail",KG,"meat, fish and eggs",38830.0,IDR,Indonesia,,0,National Average,974,89,15,5,2,974_89_15_5,
2016-10-15,"Meat (chicken, broiler) - Retail",KG,"meat, fish and eggs",38015.0,IDR,Indonesia,,0,National Average,974,89,15,5,2,974_89_15_5,
2016-11-15,"Meat (chicken, broiler) - Retail",KG,"meat, fish and eggs",37547.0,IDR,Indonesia,,0,National Average,974,89,15,5,2,974_89_15_5,
2016-12-15,"Meat (chicken, broiler) - Retail",KG,"meat, fish and eggs",38538.0,IDR,Indonesia,,0,National Average,974,89,15,5,2,974_89_15_5,
2017-01-15,"Meat (chicken, broiler) - Retail",KG,"meat, fish and eggs",39906.0,IDR,Indonesia,,0,National Average,974,89,15,5,2,974_89_15_5,
2017-02-15,"Meat (chicken, broiler) - Retail",KG,"meat, fish and eggs",37480.0,IDR,Indonesia,,0,National Average,974,89,15,5,2,974_89_15_5,
2017-03-15,"Meat (chicken, broiler) - Retail",KG,"meat, fish and eggs",37285.0,IDR,Indonesia,,0,National Average,974,89,15,5,2,974_89_15_5,
2017-04-15,"Meat (chicken, broiler) - Retail",KG,"meat, fish and eggs",37777.0,IDR,Indonesia,,0,National Average,974,89,15,5,2,974_89_15_5,
2017-05-15,"Meat (chicken, broiler) - Retail",KG,"meat, fish and eggs",39133.0,IDR,Indonesia,,0,National Average,974,89,15,5,2,974_89_15_5,
2017-06-15,"Meat (chicken, broiler) - Retail",KG,"meat, fish and eggs",40123.0,IDR,Indonesia,,0,National Average,974,89,15,5,2,974_89_15_5,
2017-08-15,"Meat (chicken, broiler) - Retail",KG,"meat, fish and eggs",39868.0,IDR,Indonesia,,0,National Average,974,89,15,5,2,974_89_15_5,
2017-09-15,"Meat (chicken, broiler) - Retail",KG,"meat, fish and eggs",39031.0,IDR,Indonesia,,0,National Average,974,89,15,5,2,974_89_15_5,
2017-10-15,"Meat (chicken, broiler) - Retail",KG,"meat, fish and eggs",37856.0,IDR,Indonesia,,0,National Average,974,89,15,5,2,974_89_15_5,
2017-11-15,"Meat (chicken, broiler) - Retail",KG,"meat, fish and eggs",38132.0,IDR,Indonesia,,0,National Average,974,89,15,5,2,974_89_15_5,
2017-12-15,"Meat (chicken, broiler) - Retail",KG,"meat, fish and eggs",40454.0,IDR,Indonesia,,0,National Average,974,89,15,5,2,974_89_15_5,
2018-01-15,"Meat (chicken, broiler) - Retail",KG,"meat, fish and eggs",42687.0,IDR,Indonesia,,0,National Average,974,89,15,5,2,974_89_15_5,
2018-02-15,"Meat (chicken, broiler) - Retail",KG,"meat, fish and eggs",41274.0,IDR,Indonesia,,0,National Average,974,89,15,5,2,974_89_15_5,
2018-03-15,"Meat (chicken, broiler) - Retail",KG,"meat, fish and eggs",40931.0,IDR,Indonesia,,0,National Average,974,89,15,5,2,974_89_15_5,
2018-04-15,"Meat (chicken, broiler) - Retail",KG,"meat, fish and eggs",41922.0,IDR,Indonesia,,0,National Average,974,89,15,5,2,974_89_15_5,
2018-05-15,"Meat (chicken, broiler) - Retail",KG,"meat, fish and eggs",44161.0,IDR,Indonesia,,0,National Average,974,89,15,5,2,974_89_15_5,
2018-06-15,"Meat (chicken, broiler) - Retail",KG,"meat, fish and eggs",45433.0,IDR,Indonesia,,0,National Average,974,89,15,5,2,974_89_15_5,
2018-07-15,"Meat (chicken, broiler) - Retail",KG,"meat, fish and eggs",47977.0,IDR,Indonesia,,0,National Average,974,89,15,5,2,974_89_15_5,
2018-08-15,"Meat (chicken, broiler) - Retail",KG,"meat, fish and eggs",47301.0,IDR,Indonesia,,0,National Average,974,89,15,5,2,974_89_15_5,
2018-09-15,"Meat (chicken, broiler) - Retail",KG,"meat, fish and eggs",43101.0,IDR,Indonesia,,0,National Average,974,89,15,5,2,974_89_15_5,
2018-10-15,"Meat (chicken, broiler) - Retail",KG,"meat, fish and eggs",42648.0,IDR,Indonesia,,0,National Average,974,89,15,5,2,974_89_15_5,
2018-11-15,"Meat (chicken, broiler) - Retail",KG,"meat, fish and eggs",42413.0,IDR,Indonesia,,0,National Average,974,89,15,5,2,974_89_15_5,
2018-12-15,"Meat (chicken, broiler) - Retail",KG,"meat, fish and eggs",44674.0,IDR,Indonesia,,0,National Average,974,89,15,5,2,974_89_15_5,
2019-01-15,"Meat (chicken, broiler) - Retail",KG,"meat, fish and eggs",45420.0,IDR,Indonesia,,0,National Average,974,89,15,5,2,974_89_15_5,
2019-02-15,"Meat (chicken, broiler) - Retail",KG,"meat, fish and eggs",43376.0,IDR,Indonesia,,0,National Average,974,89,15,5,2,974_89_15_5,
2019-03-15,"Meat (chicken, broiler) - Retail",KG,"meat, fish and eggs",42305.0,IDR,Indonesia,,0,National Average,974,89,15,5,2,974_89_15_5,
2019-04-15,"Meat (chicken, broiler) - Retail",KG,"meat, fish and eggs",41928.0,IDR,Indonesia,,0,National Average,974,89,15,5,2,974_89_15_5,
2007-01-15,Chili (red) - Retail,KG,vegetables and fruits,24974.0693,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2007-02-15,Chili (red) - Retail,KG,vegetables and fruits,22593.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2007-03-15,Chili (red) - Retail,KG,vegetables and fruits,22807.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2007-04-15,Chili (red) - Retail,KG,vegetables and fruits,18414.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2007-05-15,Chili (red) - Retail,KG,vegetables and fruits,14910.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2007-06-15,Chili (red) - Retail,KG,vegetables and fruits,18596.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2007-07-15,Chili (red) - Retail,KG,vegetables and fruits,18965.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2007-08-15,Chili (red) - Retail,KG,vegetables and fruits,18093.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2007-09-15,Chili (red) - Retail,KG,vegetables and fruits,18916.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2007-10-15,Chili (red) - Retail,KG,vegetables and fruits,19647.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2007-11-15,Chili (red) - Retail,KG,vegetables and fruits,18565.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2007-12-15,Chili (red) - Retail,KG,vegetables and fruits,18875.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2008-01-15,Chili (red) - Retail,KG,vegetables and fruits,17158.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2008-02-15,Chili (red) - Retail,KG,vegetables and fruits,23308.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2008-03-15,Chili (red) - Retail,KG,vegetables and fruits,24709.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2008-04-15,Chili (red) - Retail,KG,vegetables and fruits,23318.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2008-05-15,Chili (red) - Retail,KG,vegetables and fruits,22590.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2008-06-15,Chili (red) - Retail,KG,vegetables and fruits,22657.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2008-07-15,Chili (red) - Retail,KG,vegetables and fruits,24598.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2008-08-15,Chili (red) - Retail,KG,vegetables and fruits,23832.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2008-09-15,Chili (red) - Retail,KG,vegetables and fruits,18828.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2008-10-15,Chili (red) - Retail,KG,vegetables and fruits,17403.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2008-11-15,Chili (red) - Retail,KG,vegetables and fruits,18968.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2008-12-15,Chili (red) - Retail,KG,vegetables and fruits,25576.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2009-01-15,Chili (red) - Retail,KG,vegetables and fruits,23790.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2009-02-15,Chili (red) - Retail,KG,vegetables and fruits,20972.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2009-03-15,Chili (red) - Retail,KG,vegetables and fruits,18718.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2009-04-15,Chili (red) - Retail,KG,vegetables and fruits,16380.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2009-05-15,Chili (red) - Retail,KG,vegetables and fruits,15657.9646,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2009-06-15,Chili (red) - Retail,KG,vegetables and fruits,14808.2176,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2009-07-15,Chili (red) - Retail,KG,vegetables and fruits,15623.1754,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2009-08-15,Chili (red) - Retail,KG,vegetables and fruits,16727.7339,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2009-09-15,Chili (red) - Retail,KG,vegetables and fruits,26437.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2009-10-15,Chili (red) - Retail,KG,vegetables and fruits,35324.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2009-11-15,Chili (red) - Retail,KG,vegetables and fruits,31474.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2009-12-15,Chili (red) - Retail,KG,vegetables and fruits,23269.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2010-01-15,Chili (red) - Retail,KG,vegetables and fruits,25793.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2010-02-15,Chili (red) - Retail,KG,vegetables and fruits,26521.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2010-03-15,Chili (red) - Retail,KG,vegetables and fruits,18994.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2010-04-15,Chili (red) - Retail,KG,vegetables and fruits,21179.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2010-05-15,Chili (red) - Retail,KG,vegetables and fruits,24063.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2010-06-15,Chili (red) - Retail,KG,vegetables and fruits,35065.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2010-07-15,Chili (red) - Retail,KG,vegetables and fruits,43736.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2010-08-15,Chili (red) - Retail,KG,vegetables and fruits,35982.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2010-09-15,Chili (red) - Retail,KG,vegetables and fruits,27911.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2010-10-15,Chili (red) - Retail,KG,vegetables and fruits,23716.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2010-11-15,Chili (red) - Retail,KG,vegetables and fruits,26600.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2010-12-15,Chili (red) - Retail,KG,vegetables and fruits,37791.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2011-01-15,Chili (red) - Retail,KG,vegetables and fruits,40175.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2011-02-15,Chili (red) - Retail,KG,vegetables and fruits,35503.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2011-03-15,Chili (red) - Retail,KG,vegetables and fruits,24674.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2011-04-15,Chili (red) - Retail,KG,vegetables and fruits,19192.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2011-05-15,Chili (red) - Retail,KG,vegetables and fruits,15779.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2011-06-15,Chili (red) - Retail,KG,vegetables and fruits,13630.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2011-07-15,Chili (red) - Retail,KG,vegetables and fruits,12774.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2011-08-15,Chili (red) - Retail,KG,vegetables and fruits,14294.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2011-09-15,Chili (red) - Retail,KG,vegetables and fruits,17146.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2011-10-15,Chili (red) - Retail,KG,vegetables and fruits,20541.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2011-11-15,Chili (red) - Retail,KG,vegetables and fruits,14672.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2011-12-15,Chili (red) - Retail,KG,vegetables and fruits,15319.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2012-01-15,Chili (red) - Retail,KG,vegetables and fruits,27556.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2012-02-15,Chili (red) - Retail,KG,vegetables and fruits,19215.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2012-03-15,Chili (red) - Retail,KG,vegetables and fruits,21547.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2012-04-15,Chili (red) - Retail,KG,vegetables and fruits,20731.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2012-05-15,Chili (red) - Retail,KG,vegetables and fruits,20275.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2012-06-15,Chili (red) - Retail,KG,vegetables and fruits,26548.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2012-07-15,Chili (red) - Retail,KG,vegetables and fruits,24243.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2012-08-15,Chili (red) - Retail,KG,vegetables and fruits,22587.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2012-09-15,Chili (red) - Retail,KG,vegetables and fruits,18885.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2012-10-15,Chili (red) - Retail,KG,vegetables and fruits,19905.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2012-11-15,Chili (red) - Retail,KG,vegetables and fruits,17377.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2012-12-15,Chili (red) - Retail,KG,vegetables and fruits,17520.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2013-01-15,Chili (red) - Retail,KG,vegetables and fruits,23377.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2013-02-15,Chili (red) - Retail,KG,vegetables and fruits,25151.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2013-03-15,Chili (red) - Retail,KG,vegetables and fruits,25521.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2013-04-15,Chili (red) - Retail,KG,vegetables and fruits,25521.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2013-05-15,Chili (red) - Retail,KG,vegetables and fruits,29744.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2013-06-15,Chili (red) - Retail,KG,vegetables and fruits,34033.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2013-07-15,Chili (red) - Retail,KG,vegetables and fruits,35422.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2013-08-15,Chili (red) - Retail,KG,vegetables and fruits,36290.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2013-09-15,Chili (red) - Retail,KG,vegetables and fruits,29384.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2013-10-15,Chili (red) - Retail,KG,vegetables and fruits,39401.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2013-11-15,Chili (red) - Retail,KG,vegetables and fruits,35583.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2013-12-15,Chili (red) - Retail,KG,vegetables and fruits,35142.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2014-01-15,Chili (red) - Retail,KG,vegetables and fruits,37989.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2014-02-15,Chili (red) - Retail,KG,vegetables and fruits,33218.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2014-03-15,Chili (red) - Retail,KG,vegetables and fruits,28411.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2014-04-15,Chili (red) - Retail,KG,vegetables and fruits,22555.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2014-05-15,Chili (red) - Retail,KG,vegetables and fruits,19210.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2014-06-15,Chili (red) - Retail,KG,vegetables and fruits,18200.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2014-07-15,Chili (red) - Retail,KG,vegetables and fruits,18715.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2014-08-15,Chili (red) - Retail,KG,vegetables and fruits,18996.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2014-09-15,Chili (red) - Retail,KG,vegetables and fruits,23948.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2014-10-15,Chili (red) - Retail,KG,vegetables and fruits,33652.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2014-11-15,Chili (red) - Retail,KG,vegetables and fruits,48785.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2014-12-15,Chili (red) - Retail,KG,vegetables and fruits,61874.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2015-01-15,Chili (red) - Retail,KG,vegetables and fruits,46573.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2015-02-15,Chili (red) - Retail,KG,vegetables and fruits,28102.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2015-03-15,Chili (red) - Retail,KG,vegetables and fruits,23738.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2015-04-15,Chili (red) - Retail,KG,vegetables and fruits,22850.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2015-05-15,Chili (red) - Retail,KG,vegetables and fruits,27927.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2015-06-15,Chili (red) - Retail,KG,vegetables and fruits,30884.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2015-07-15,Chili (red) - Retail,KG,vegetables and fruits,35319.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2015-08-15,Chili (red) - Retail,KG,vegetables and fruits,36333.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2015-09-15,Chili (red) - Retail,KG,vegetables and fruits,32344.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2015-10-15,Chili (red) - Retail,KG,vegetables and fruits,23740.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2015-11-15,Chili (red) - Retail,KG,vegetables and fruits,23028.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2015-12-15,Chili (red) - Retail,KG,vegetables and fruits,32831.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2016-01-15,Chili (red) - Retail,KG,vegetables and fruits,35412.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2016-02-15,Chili (red) - Retail,KG,vegetables and fruits,37845.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2016-03-15,Chili (red) - Retail,KG,vegetables and fruits,45554.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2016-04-15,Chili (red) - Retail,KG,vegetables and fruits,33979.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2016-05-15,Chili (red) - Retail,KG,vegetables and fruits,30445.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2016-06-15,Chili (red) - Retail,KG,vegetables and fruits,30031.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2016-07-15,Chili (red) - Retail,KG,vegetables and fruits,31160.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2016-08-15,Chili (red) - Retail,KG,vegetables and fruits,32955.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2016-09-15,Chili (red) - Retail,KG,vegetables and fruits,39151.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2016-10-15,Chili (red) - Retail,KG,vegetables and fruits,47095.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2016-11-15,Chili (red) - Retail,KG,vegetables and fruits,57079.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
2016-12-15,Chili (red) - Retail,KG,vegetables and fruits,51291.0,IDR,Indonesia,,0,National Average,974,91,15,5,4,974_91_15_5,
